,Email Text,Email Type
1904,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1905,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1906,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1907,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1908,"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1909,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
1910,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1911,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1912,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1913,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1914,You have a new secure message from your bank. Click here to read it.,Phishing Email
1915,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1916,You have a new secure message from your bank. Click here to read it.,Phishing Email
1917,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1918,"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1919,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1920,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1921,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
1922,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1923,"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1924,"Hi Alex, please find the attached report for this month's performance review.",Safe Email
1925,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1926,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1927,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1928,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1929,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
1930,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
1931,"Hi Alex, please find the attached report for this month's performance review.",Safe Email
1932,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1933,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1934,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1935,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1936,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
1937,"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
1938,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
1939,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
1940,Important: Update your email account settings to avoid service interruption.,Phishing Email
1941,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1942,"Hello Jane, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1943,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1944,"Dear Morgan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1945,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1946,"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1947,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
1948,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
1949,You have a new secure message from your bank. Click here to read it.,Phishing Email
1950,You have a new secure message from your bank. Click here to read it.,Phishing Email
1951,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1952,You have a new secure message from your bank. Click here to read it.,Phishing Email
1953,"Dear John, thank you for your purchase. Your order will be shipped soon.",Safe Email
1954,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
1955,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
1956,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
1957,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
1958,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
1959,"Hi Alex, please find the attached report for this month's performance review.",Safe Email
1960,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
1961,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
1962,"Hello Jordan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
1963,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
1964,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
